timestamps,TP9,AF7,AF8,TP10,Right AUX
1700209072.140,-55.664,-129.395,-70.312,-52.246,0.000
1700209072.143,-10.254,-125.977,-69.824,-28.809,0.000
1700209072.147,-20.020,-135.254,-78.125,-39.551,0.000
1700209072.151,-63.477,-125.488,-83.008,-49.805,0.000
1700209072.155,-74.707,-113.281,-67.383,-51.270,0.000
1700209072.159,-32.715,-112.305,-66.406,-34.668,0.000
1700209072.163,-10.742,-108.887,-71.777,-29.297,0.000
1700209072.167,-42.969,-111.816,-80.566,-49.805,0.000
1700209072.171,-69.336,-116.699,-72.754,-52.734,0.000
1700209072.175,-47.852,-125.488,-66.406,-38.086,0.000
1700209072.179,-17.090,-125.977,-71.289,-26.367,0.000
1700209072.182,-42.480,-109.375,-70.312,-39.551,0.000
1700209072.186,-81.055,-120.605,-62.500,-60.059,0.000
1700209072.190,-49.805,-114.258,-66.406,-50.293,0.000
1700209072.194,-15.137,-100.586,-69.824,-35.645,0.000
1700209072.198,-31.250,-121.094,-65.918,-35.156,0.000
1700209072.202,-52.734,-133.789,-61.523,-37.109,0.000
1700209072.206,-49.805,-122.070,-62.500,-37.109,0.000
1700209072.210,-11.230,-111.816,-66.895,-28.809,0.000
1700209072.214,-8.301,-119.141,-67.383,-29.785,0.000
1700209072.218,-49.316,-119.629,-70.801,-41.992,0.000
1700209072.222,-65.430,-113.281,-75.195,-52.246,0.000
1700209072.225,-28.320,-105.469,-77.148,-41.016,0.000
1700209072.229,-8.301,-104.980,-68.359,-27.832,0.000
1700209072.233,-32.715,-101.074,-68.359,-30.762,0.000
1700209072.237,-68.359,-94.238,-77.637,-47.363,0.000
1700209072.241,-49.316,-105.957,-67.383,-41.992,0.000
1700209072.245,-9.277,-119.141,-65.430,-20.508,0.000
1700209072.249,-21.484,-105.469,-66.895,-25.391,0.000
1700209072.253,-53.223,-88.379,-69.336,-44.434,0.000
1700209072.257,-48.828,-85.449,-72.754,-47.363,0.000
1700209072.261,-10.254,-91.309,-60.547,-23.438,0.000
1700209072.264,-10.742,-99.609,-56.641,-7.812,0.000
1700209072.268,-52.734,-115.723,-60.547,-26.367,0.000
1700209072.272,-67.871,-123.535,-69.824,-40.527,0.000
1700209072.276,-27.344,-118.652,-70.801,-25.879,0.000
1700209072.280,-18.066,-105.957,-74.219,-18.066,0.000
1700209072.284,-42.969,-108.887,-76.172,-42.480,0.000
1700209072.288,-61.523,-119.629,-63.477,-61.523,0.000
1700209072.292,-31.250,-104.980,-57.617,-41.016,0.000
1700209072.296,-8.301,-93.750,-74.707,-23.438,0.000
1700209072.300,-33.203,-95.215,-73.730,-25.879,0.000
1700209072.304,-55.176,-100.098,-67.383,-31.738,0.000
1700209072.307,-31.250,-87.891,-71.777,-17.090,0.000
1700209072.311,12.695,-87.402,-69.824,3.418,0.000
1700209072.315,-7.812,-124.023,-65.430,-12.695,0.000
1700209072.319,-44.434,-114.746,-63.477,-38.086,0.000
1700209072.323,-38.574,-92.285,-62.988,-24.902,0.000
1700209072.327,-16.113,-94.727,-63.477,-10.254,0.000
1700209072.331,-33.203,-94.238,-63.477,-33.203,0.000
1700209072.335,-65.430,-96.680,-66.895,-58.594,0.000
1700209072.339,-69.824,-116.211,-73.730,-56.152,0.000
1700209072.343,-35.156,-115.234,-69.336,-35.156,0.000
1700209072.347,-16.113,-91.309,-71.289,-36.621,0.000
1700209072.350,-51.270,-101.562,-76.172,-54.199,0.000
1700209072.354,-66.895,-117.188,-62.012,-33.691,0.000
1700209072.358,-21.973,-104.492,-53.711,-18.066,0.000
1700209072.362,11.230,-102.539,-58.105,-20.020,0.000
1700209072.366,-14.160,-100.586,-61.523,-18.066,0.000
1700209072.370,-56.641,-83.984,-64.453,-39.062,0.000
1700209072.374,-40.039,-79.102,-63.477,-42.969,0.000
1700209072.378,-13.184,-86.914,-59.082,-27.832,0.000
1700209072.382,-12.207,-94.238,-64.941,-18.555,0.000
1700209072.386,-39.062,-96.680,-65.918,-29.785,0.000
1700209072.389,-48.828,-104.980,-56.152,-19.531,0.000
1700209072.393,-1.465,-109.375,-57.129,1.465,0.000
1700209072.397,-9.277,-110.352,-61.035,-14.160,0.000
1700209072.401,-47.363,-109.863,-64.453,-28.809,0.000
1700209072.405,-55.176,-103.516,-66.406,-30.273,0.000
1700209072.409,-25.391,-99.121,-57.129,-21.484,0.000
1700209072.413,-10.742,-83.496,-60.059,-14.648,0.000
1700209072.417,-31.738,-76.172,-60.059,-20.996,0.000
1700209072.421,-41.504,-74.219,-49.316,-22.949,0.000
1700209072.425,-23.438,-88.379,-50.293,-16.602,0.000
1700209072.429,0.488,-87.891,-54.199,-3.418,0.000
1700209072.432,-3.418,-71.289,-59.570,-13.672,0.000
1700209072.436,-50.781,-81.543,-65.918,-36.621,0.000
1700209072.440,-42.480,-97.656,-59.570,-27.832,0.000
1700209072.444,-3.418,-93.262,-61.523,-16.602,0.000
1700209072.448,-22.949,-81.055,-64.453,-23.438,0.000
1700209072.452,-61.035,-86.426,-63.477,-51.270,0.000
1700209072.456,-69.824,-87.402,-65.430,-58.594,0.000
1700209072.460,-26.855,-89.355,-58.105,-37.598,0.000
1700209072.464,-4.395,-89.355,-57.129,-30.762,0.000
1700209072.468,-41.504,-82.520,-61.523,-43.945,0.000
1700209072.472,-59.570,-82.031,-62.012,-51.270,0.000
1700209072.475,-20.996,-86.914,-58.594,-43.457,0.000
1700209072.479,6.348,-92.285,-53.223,-31.250,0.000
1700209072.483,-32.715,-90.332,-55.176,-34.180,0.000
1700209072.487,-68.848,-96.191,-63.477,-54.199,0.000
1700209072.491,-26.367,-89.355,-66.895,-41.016,0.000
1700209072.495,4.395,-83.496,-72.266,-23.926,0.000
1700209072.499,-33.203,-92.773,-69.824,-34.668,0.000
1700209072.503,-75.684,-89.844,-60.547,-48.340,0.000
1700209072.507,-59.570,-83.496,-65.430,-40.527,0.000
1700209072.511,-10.254,-87.402,-61.035,-27.832,0.000
1700209072.514,-9.766,-86.914,-48.828,-28.320,0.000
1700209072.518,-46.875,-79.102,-50.781,-36.133,0.000
1700209072.522,-55.176,-78.613,-59.082,-37.598,0.000
1700209072.526,-23.926,-72.754,-57.617,-14.648,0.000
1700209072.530,-8.789,-68.848,-52.246,-16.602,0.000
1700209072.534,-34.668,-76.660,-50.781,-37.109,0.000
1700209072.538,-62.500,-84.473,-46.387,-48.340,0.000
1700209072.542,-25.391,-66.406,-39.062,-32.715,0.000
1700209072.546,-4.395,-71.289,-45.410,-21.484,0.000
1700209072.550,-30.762,-83.008,-53.711,-31.738,0.000
1700209072.554,-56.152,-74.219,-49.316,-47.363,0.000
1700209072.557,-29.297,-76.660,-52.734,-31.250,0.000
1700209072.561,-0.488,-75.195,-57.617,-16.602,0.000
1700209072.565,-15.137,-74.707,-48.340,-23.926,0.000
1700209072.569,-39.062,-79.102,-50.293,-23.926,0.000
1700209072.573,-39.551,-82.520,-49.805,-29.297,0.000
1700209072.577,-7.812,-69.336,-45.410,-19.531,0.000
1700209072.581,-8.789,-59.570,-48.340,-8.789,0.000
1700209072.585,-47.852,-67.383,-50.781,-28.320,0.000
1700209072.589,-56.641,-67.383,-55.176,-33.203,0.000
1700209072.593,-16.602,-68.359,-53.223,-19.531,0.000
1700209072.596,-15.137,-73.242,-52.734,-29.785,0.000
1700209072.600,-56.152,-75.684,-50.781,-42.480,0.000
1700209072.604,-66.895,-74.707,-55.176,-50.781,0.000
1700209072.608,-28.320,-70.801,-63.965,-43.945,0.000
1700209072.612,-9.766,-70.312,-61.523,-31.738,0.000
1700209072.616,-28.320,-71.777,-66.895,-28.809,0.000
1700209072.620,-62.988,-73.730,-61.523,-19.531,0.000
1700209072.624,-47.852,-75.195,-51.270,-5.371,0.000
1700209072.628,-4.883,-69.824,-57.129,-4.395,0.000
1700209072.632,-29.297,-62.500,-61.523,-24.414,0.000
1700209072.636,-78.613,-70.801,-56.641,-39.062,0.000
1700209072.639,-66.406,-78.125,-45.898,-28.809,0.000
1700209072.643,-19.531,-75.195,-50.293,-16.602,0.000
1700209072.647,-17.090,-66.895,-56.152,-24.414,0.000
1700209072.651,-42.969,-63.477,-50.293,-21.973,0.000
1700209072.655,-45.410,-60.547,-51.270,-18.066,0.000
1700209072.659,-6.348,-54.199,-50.293,-5.371,0.000
1700209072.663,0.977,-60.059,-41.992,7.324,0.000
1700209072.667,-20.996,-61.523,-52.734,-8.789,0.000
1700209072.671,-39.551,-66.406,-60.547,-26.367,0.000
1700209072.675,-17.578,-72.754,-54.688,-22.949,0.000
1700209072.679,16.602,-61.035,-50.781,-12.207,0.000
1700209072.682,-2.441,-61.035,-47.363,-5.859,0.000
1700209072.686,-39.062,-62.012,-52.734,-15.625,0.000
1700209072.690,-40.039,-66.406,-56.152,-16.113,0.000
1700209072.694,3.906,-65.430,-45.898,-2.441,0.000
1700209072.698,-2.441,-61.523,-41.992,-20.508,0.000
1700209072.702,-49.316,-65.918,-45.410,-31.250,0.000
1700209072.706,-51.270,-79.102,-45.410,-32.227,0.000
1700209072.710,-14.648,-76.172,-52.246,-14.160,0.000
1700209072.714,-5.859,-58.105,-56.152,-1.953,0.000
1700209072.718,-34.668,-67.383,-53.223,-16.602,0.000
1700209072.722,-52.734,-75.684,-64.941,-29.297,0.000
1700209072.725,-14.160,-76.172,-56.152,-4.395,0.000
1700209072.729,12.695,-74.707,-38.574,7.324,0.000
1700209072.733,-24.902,-76.172,-41.504,-21.973,0.000
1700209072.737,-51.758,-72.266,-46.387,-30.273,0.000
1700209072.741,-23.926,-63.477,-54.199,-17.090,0.000
1700209072.745,6.348,-70.801,-52.734,-9.766,0.000
1700209072.749,-3.418,-65.430,-47.852,-13.672,0.000
1700209072.753,-43.457,-54.199,-48.340,-32.715,0.000
1700209072.757,-38.574,-59.570,-43.945,-28.809,0.000
1700209072.761,-0.488,-57.617,-47.852,-14.160,0.000
1700209072.764,-11.719,-59.082,-50.293,-22.461,0.000
1700209072.768,-49.316,-66.895,-46.387,-38.574,0.000
1700209072.772,-54.688,-67.871,-48.340,-43.945,0.000
1700209072.776,-15.137,-67.871,-45.410,-23.926,0.000
1700209072.780,-3.418,-63.965,-43.945,-23.438,0.000
1700209072.784,-26.367,-61.523,-42.969,-36.133,0.000
1700209072.788,-39.551,-60.059,-39.062,-31.250,0.000
1700209072.792,-9.766,-57.617,-35.645,-12.207,0.000
1700209072.796,3.418,-42.969,-35.645,-2.930,0.000
1700209072.800,-28.809,-44.922,-42.480,-20.508,0.000
1700209072.804,-65.430,-55.664,-38.086,-35.156,0.000
1700209072.807,-48.828,-48.340,-27.832,-23.438,0.000
1700209072.811,-8.789,-37.109,-18.555,-13.672,0.000
1700209072.815,-48.340,-22.461,-10.742,-34.668,0.000
1700209072.819,-106.934,-27.832,-19.043,-68.359,0.000
1700209072.823,-104.492,-26.367,-28.320,-83.008,0.000
1700209072.827,-87.891,-8.789,-27.832,-97.656,0.000
1700209072.831,-104.980,0.000,-24.902,-111.328,0.000
1700209072.835,-161.133,0.000,-26.367,-145.020,0.000
1700209072.839,-212.402,-8.789,-28.809,-182.617,0.000
1700209072.843,-187.988,-12.695,-26.855,-182.617,0.000
1700209072.847,-172.852,3.418,-30.762,-179.688,0.000
1700209072.850,-207.520,12.207,-35.156,-202.637,0.000
1700209072.854,-235.840,9.766,-35.156,-224.121,0.000
1700209072.858,-192.871,15.137,-41.992,-197.754,0.000
1700209072.862,-152.344,7.324,-44.434,-174.805,0.000
1700209072.866,-179.199,-3.418,-33.203,-174.316,0.000
1700209072.870,-203.613,-2.441,-33.691,-177.734,0.000
1700209072.874,-172.852,0.000,-39.062,-161.133,0.000
1700209072.878,-109.863,-1.465,-42.480,-116.699,0.000
1700209072.882,-108.398,-16.602,-46.387,-111.816,0.000
1700209072.886,-128.906,-28.320,-45.898,-114.746,0.000
1700209072.889,-98.633,-32.227,-51.270,-84.473,0.000
1700209072.893,-44.922,-43.945,-54.199,-60.059,0.000
1700209072.897,-38.574,-51.758,-52.246,-49.316,0.000
1700209072.901,-51.270,-56.641,-55.176,-44.434,0.000
1700209072.905,-46.387,-63.477,-58.594,-37.598,0.000
1700209072.909,-24.902,-70.312,-61.035,-21.484,0.000
1700209072.913,3.906,-76.660,-60.547,-3.418,0.000
1700209072.917,-9.277,-79.102,-63.477,11.719,0.000
1700209072.921,-30.273,-83.008,-65.430,10.742,0.000
1700209072.925,6.836,-83.984,-64.453,21.973,0.000
1700209072.929,49.316,-82.031,-65.918,52.734,0.000
1700209072.932,40.039,-83.496,-64.941,46.875,0.000
1700209072.936,8.789,-85.938,-62.500,28.320,0.000
1700209072.940,27.832,-87.891,-62.500,42.969,0.000
1700209072.944,80.078,-82.031,-60.059,62.500,0.000
1700209072.948,80.566,-81.055,-60.059,60.059,0.000
1700209072.952,40.039,-88.867,-61.035,52.734,0.000
1700209072.956,34.180,-90.820,-58.594,59.082,0.000
1700209072.960,68.359,-80.566,-61.523,77.637,0.000
1700209072.964,72.754,-84.961,-57.617,71.289,0.000
1700209072.968,50.293,-91.797,-50.781,68.848,0.000
1700209072.971,21.484,-89.844,-48.340,66.406,0.000
1700209072.975,56.152,-79.102,-55.176,62.988,0.000
1700209072.979,85.938,-72.266,-63.477,66.406,0.000
1700209072.983,48.340,-80.078,-57.129,55.664,0.000
1700209072.987,7.324,-86.914,-52.734,38.086,0.000
1700209072.991,31.738,-79.590,-51.758,42.480,0.000
1700209072.995,79.102,-66.895,-49.316,53.711,0.000
1700209072.999,44.434,-70.312,-52.246,40.527,0.000
1700209073.003,2.930,-72.266,-57.617,24.414,0.000
1700209073.007,24.902,-61.035,-60.059,19.531,0.000
1700209073.011,63.965,-58.105,-56.152,32.715,0.000
1700209073.014,53.711,-51.758,-50.293,39.062,0.000
1700209073.018,2.930,-69.336,-50.781,28.809,0.000
1700209073.022,5.859,-76.172,-50.293,20.508,0.000
1700209073.026,49.805,-55.176,-44.922,38.086,0.000
1700209073.030,38.574,-52.734,-46.875,38.086,0.000
1700209073.034,15.137,-47.852,-50.293,18.066,0.000
1700209073.038,6.836,-51.270,-48.340,8.301,0.000
1700209073.042,37.109,-52.734,-47.852,20.508,0.000
1700209073.046,59.082,-47.363,-46.387,41.992,0.000
1700209073.050,28.320,-52.246,-43.457,41.016,0.000
1700209073.053,-2.441,-49.805,-44.922,20.020,0.000
1700209073.057,9.766,-45.410,-50.781,20.508,0.000
1700209073.061,62.012,-50.781,-50.293,42.969,0.000
1700209073.065,55.664,-45.410,-49.805,27.832,0.000
1700209073.069,13.672,-52.246,-48.828,5.859,0.000
1700209073.073,5.859,-63.965,-45.898,11.719,0.000
1700209073.077,58.594,-55.176,-46.387,26.855,0.000
1700209073.081,72.266,-48.340,-45.410,29.297,0.000
1700209073.085,23.926,-46.387,-42.969,19.531,0.000
1700209073.089,4.883,-46.875,-36.621,17.090,0.000
1700209073.093,33.691,-55.664,-35.156,24.902,0.000
1700209073.096,42.969,-51.270,-42.480,25.879,0.000
1700209073.100,5.371,-52.734,-45.898,4.395,0.000
1700209073.104,-25.391,-60.059,-44.922,-3.906,0.000
1700209073.108,2.930,-54.688,-46.875,10.254,0.000
1700209073.112,26.367,-60.059,-54.688,6.836,0.000
1700209073.116,1.465,-72.266,-60.547,-2.930,0.000
1700209073.120,-43.457,-74.219,-60.059,-22.461,0.000
1700209073.124,-24.902,-69.336,-60.059,-29.785,0.000
1700209073.128,21.973,-66.406,-56.152,-8.301,0.000
1700209073.132,10.254,-69.824,-57.129,-15.625,0.000
1700209073.136,-27.832,-63.965,-59.570,-33.203,0.000
1700209073.139,-43.457,-66.406,-51.758,-28.320,0.000
1700209073.143,-4.883,-62.500,-48.340,-4.395,0.000
1700209073.147,16.602,-55.664,-49.805,3.906,0.000
1700209073.151,-7.324,-58.594,-52.734,-8.789,0.000
1700209073.155,-24.414,-60.059,-57.129,-16.113,0.000
1700209073.159,1.953,-50.781,-53.223,-11.230,0.000
1700209073.163,21.973,-51.270,-47.852,1.953,0.000
1700209073.167,-4.883,-62.500,-53.223,-8.789,0.000
1700209073.171,-43.457,-61.523,-58.105,-32.715,0.000
1700209073.175,-22.461,-55.664,-56.641,-17.090,0.000
1700209073.179,18.066,-53.223,-51.758,4.883,0.000
1700209073.182,-5.371,-53.223,-50.781,-6.348,0.000
1700209073.186,-38.574,-51.758,-52.734,-24.902,0.000
1700209073.190,-16.113,-45.898,-54.688,-17.578,0.000
1700209073.194,22.949,-41.016,-54.688,1.465,0.000
1700209073.198,4.395,-42.480,-54.199,-1.953,0.000
1700209073.202,-37.109,-30.273,-58.105,-25.879,0.000
1700209073.206,-42.969,-29.785,-62.012,-26.367,0.000
1700209073.210,0.977,-33.691,-62.500,-7.812,0.000
1700209073.214,1.465,-23.438,-60.547,-20.020,0.000
1700209073.218,-30.762,-18.555,-59.082,-34.668,0.000
1700209073.221,-59.082,-20.508,-64.453,-43.945,0.000
1700209073.225,-33.691,-25.879,-63.965,-22.461,0.000
1700209073.229,0.488,-16.602,-56.152,-3.906,0.000
1700209073.233,-23.926,-12.695,-57.129,-22.949,0.000
1700209073.237,-55.176,-19.531,-56.152,-46.875,0.000
1700209073.241,-48.340,-16.113,-53.223,-35.645,0.000
1700209073.245,-19.531,-23.438,-58.105,-10.742,0.000
1700209073.249,-27.832,-32.715,-58.594,-17.578,0.000
1700209073.253,-53.223,-14.648,-60.059,-34.668,0.000
1700209073.257,-48.828,-9.766,-61.523,-35.645,0.000
1700209073.261,-17.578,-15.625,-53.223,-25.879,0.000
1700209073.264,-21.484,-9.277,-52.734,-21.484,0.000
1700209073.268,-58.105,-11.230,-57.617,-30.273,0.000
1700209073.272,-61.035,-13.672,-59.570,-39.551,0.000
1700209073.276,-28.320,-10.742,-55.176,-28.809,0.000
1700209073.280,-23.926,-16.113,-51.270,-26.367,0.000
1700209073.284,-52.246,-24.414,-55.176,-32.227,0.000
1700209073.288,-68.359,-30.762,-57.617,-32.715,0.000
1700209073.292,-41.504,-30.273,-57.129,-22.461,0.000
1700209073.296,-20.020,-25.391,-59.082,-13.184,0.000
1700209073.300,-39.062,-26.367,-59.570,-23.926,0.000
1700209073.303,-72.266,-25.879,-61.035,-40.527,0.000
1700209073.307,-51.270,-20.996,-61.523,-28.809,0.000
1700209073.311,-6.348,-28.809,-61.035,-7.324,0.000
1700209073.315,-22.949,-23.438,-62.988,-26.367,0.000
1700209073.319,-61.523,-18.066,-62.988,-48.340,0.000
1700209073.323,-54.688,-21.484,-62.012,-37.598,0.000
1700209073.327,-5.371,-27.832,-55.664,-22.461,0.000
1700209073.331,-7.812,-31.738,-56.641,-24.414,0.000
1700209073.335,-50.293,-30.273,-58.105,-34.180,0.000
1700209073.339,-67.383,-31.738,-57.129,-42.480,0.000
1700209073.343,-34.668,-35.645,-57.617,-27.344,0.000
1700209073.346,-6.348,-34.180,-59.570,-14.160,0.000
1700209073.350,-36.133,-32.715,-58.105,-34.180,0.000
1700209073.354,-62.500,-31.250,-59.082,-47.363,0.000
1700209073.358,-28.809,-22.461,-63.965,-26.855,0.000
1700209073.362,3.418,-24.414,-62.012,-14.160,0.000
1700209073.366,-24.902,-29.297,-63.477,-32.715,0.000
1700209073.370,-58.594,-34.668,-72.754,-51.270,0.000
1700209073.374,-37.109,-39.062,-75.684,-39.062,0.000
1700209073.378,-4.883,-30.273,-65.430,-20.996,0.000
1700209073.382,-12.695,-31.250,-59.570,-25.391,0.000
1700209073.386,-32.715,-42.480,-58.105,-26.367,0.000
1700209073.389,-42.480,-39.551,-58.105,-26.855,0.000
1700209073.393,-7.812,-44.922,-57.129,-10.742,0.000
1700209073.397,12.207,-33.691,-54.688,-1.953,0.000
1700209073.401,-28.809,-26.367,-56.152,-17.090,0.000
1700209073.405,-43.457,-41.016,-52.734,-22.949,0.000
1700209073.409,-8.789,-35.645,-51.270,-11.230,0.000
1700209073.413,5.859,-33.691,-50.781,-8.301,0.000
1700209073.417,-26.855,-43.945,-49.805,-20.020,0.000
1700209073.421,-57.129,-55.664,-55.176,-35.156,0.000
1700209073.425,-40.039,-49.805,-58.105,-36.133,0.000
1700209073.428,-14.160,-44.434,-60.059,-32.715,0.000
1700209073.432,-28.809,-61.035,-62.012,-29.785,0.000
1700209073.436,-66.406,-60.547,-63.965,-40.039,0.000
1700209073.440,-56.152,-52.246,-67.383,-46.875,0.000
1700209073.444,-19.043,-57.617,-63.965,-23.926,0.000
1700209073.448,-25.879,-52.246,-57.129,-27.832,0.000
1700209073.452,-52.734,-53.223,-61.035,-39.062,0.000
1700209073.456,-47.852,-61.035,-66.895,-29.297,0.000
1700209073.460,-5.371,-53.223,-62.012,-11.230,0.000
1700209073.464,-15.137,-41.504,-61.035,-17.578,0.000
1700209073.468,-49.805,-45.898,-62.988,-35.156,0.000
1700209073.471,-62.500,-48.828,-62.988,-46.387,0.000
1700209073.475,-22.461,-53.223,-63.965,-34.668,0.000
1700209073.479,11.719,-60.059,-56.641,-10.254,0.000
1700209073.483,-22.949,-47.852,-53.223,-17.578,0.000
1700209073.487,-46.387,-41.504,-52.246,-32.227,0.000
1700209073.491,-26.367,-48.828,-54.688,-26.367,0.000
1700209073.495,-0.488,-46.387,-63.477,-14.648,0.000
1700209073.499,-14.160,-44.434,-58.105,-10.742,0.000
1700209073.503,-53.711,-46.875,-51.270,-26.367,0.000
1700209073.507,-50.293,-52.246,-46.387,-33.691,0.000
1700209073.511,-12.695,-70.801,-42.969,-19.043,0.000
1700209073.514,-10.742,-71.289,-44.434,-12.695,0.000
1700209073.518,-39.551,-56.152,-45.898,-24.414,0.000
1700209073.522,-52.734,-54.199,-44.922,-31.738,0.000
1700209073.526,-11.719,-51.758,-41.016,-13.184,0.000
1700209073.530,-1.465,-48.340,-44.434,-17.090,0.000
1700209073.534,-41.016,-45.898,-52.734,-37.598,0.000
1700209073.538,-67.383,-42.969,-52.246,-39.062,0.000
1700209073.542,-34.180,-42.480,-54.199,-32.715,0.000
1700209073.546,-3.418,-44.922,-56.641,-28.809,0.000
1700209073.550,-21.484,-44.434,-51.758,-24.414,0.000
1700209073.553,-47.363,-42.480,-52.246,-27.832,0.000
1700209073.557,-23.926,-41.016,-53.711,-23.926,0.000
1700209073.561,14.160,-39.551,-61.523,-4.395,0.000
1700209073.565,-9.766,-39.551,-58.594,-7.324,0.000
1700209073.569,-46.387,-40.527,-52.246,-21.484,0.000
1700209073.573,-41.016,-43.945,-55.664,-22.949,0.000
1700209073.577,-4.395,-45.898,-50.293,-8.789,0.000
1700209073.581,-5.371,-47.363,-45.410,-2.441,0.000
1700209073.585,-37.109,-48.828,-51.758,-13.184,0.000
1700209073.589,-46.875,-49.805,-51.270,-21.484,0.000
1700209073.593,-16.602,-47.363,-50.293,-19.531,0.000
1700209073.596,-3.418,-46.387,-56.152,-15.137,0.000
1700209073.600,-32.227,-49.805,-53.223,-30.762,0.000
1700209073.604,-57.129,-46.875,-52.734,-53.223,0.000
1700209073.608,-26.367,-46.875,-52.246,-35.645,0.000
1700209073.612,1.465,-47.363,-57.129,-22.461,0.000
1700209073.616,-20.508,-49.316,-64.453,-24.414,0.000
1700209073.620,-54.688,-46.875,-59.570,-33.203,0.000
1700209073.624,-30.762,-45.410,-56.641,-28.320,0.000
1700209073.628,5.859,-49.316,-55.176,-9.277,0.000
1700209073.632,-16.602,-44.434,-55.176,-19.531,0.000
1700209073.636,-54.199,-45.898,-49.316,-34.668,0.000
1700209073.639,-51.758,-39.062,-42.969,-32.715,0.000
1700209073.643,-11.230,-45.898,-43.945,-8.789,0.000
1700209073.647,-5.371,-50.293,-47.852,-4.883,0.000
1700209073.651,-43.457,-57.617,-45.410,-19.043,0.000
1700209073.655,-62.012,-73.730,-43.457,-34.668,0.000
1700209073.659,-18.555,-63.477,-44.922,-11.230,0.000
1700209073.663,3.418,-47.852,-48.340,-1.953,0.000
1700209073.667,-26.855,-47.852,-50.293,-24.414,0.000
1700209073.671,-42.969,-56.641,-48.340,-26.855,0.000
1700209073.675,-18.555,-52.734,-52.246,-20.996,0.000
1700209073.678,5.859,-50.293,-53.711,-9.766,0.000
1700209073.682,-20.508,-56.641,-57.129,-24.902,0.000
1700209073.686,-61.523,-61.035,-62.012,-41.016,0.000
1700209073.690,-44.434,-55.176,-59.082,-34.180,0.000
1700209073.694,-7.812,-45.410,-58.105,-23.926,0.000
1700209073.698,-18.555,-48.340,-53.711,-18.555,0.000
1700209073.702,-41.992,-56.152,-53.223,-24.414,0.000
1700209073.706,-45.898,-54.688,-52.246,-35.156,0.000
1700209073.710,-15.137,-51.758,-45.898,-30.273,0.000
1700209073.714,-3.906,-50.781,-52.246,-23.438,0.000
1700209073.718,-36.621,-46.387,-49.316,-25.879,0.000
1700209073.721,-56.641,-50.293,-45.898,-42.969,0.000
1700209073.725,-25.391,-69.336,-52.246,-33.203,0.000
1700209073.729,-3.906,-62.500,-53.223,-6.348,0.000
1700209073.733,-22.949,-45.898,-52.246,-10.254,0.000
1700209073.737,-52.246,-47.363,-53.711,-21.973,0.000
1700209073.741,-33.691,-55.176,-51.270,-18.555,0.000
1700209073.745,4.395,-62.012,-44.434,1.953,0.000
1700209073.749,-9.766,-53.223,-47.852,-1.465,0.000
1700209073.753,-50.293,-50.781,-50.293,-18.555,0.000
1700209073.757,-45.410,-57.129,-48.340,-13.672,0.000
1700209073.761,-0.977,-50.293,-47.852,-6.348,0.000
1700209073.764,0.488,-63.965,-47.852,-5.859,0.000
1700209073.768,-27.344,-64.941,-49.805,-24.902,0.000
1700209073.772,-46.387,-40.039,-53.711,-41.504,0.000
1700209073.776,-18.555,-43.945,-56.641,-21.973,0.000
1700209073.780,1.465,-47.852,-50.781,-12.207,0.000
1700209073.784,-31.738,-46.387,-47.363,-21.484,0.000
1700209073.788,-54.688,-62.988,-48.828,-23.926,0.000
1700209073.792,-15.625,-67.383,-46.387,-7.324,0.000
1700209073.796,5.371,-57.617,-46.875,-0.488,0.000
1700209073.800,-28.809,-58.105,-49.805,-18.555,0.000
1700209073.803,-61.523,-63.965,-48.828,-27.344,0.000
1700209073.807,-48.828,-66.895,-48.340,-14.160,0.000
1700209073.811,7.324,-62.500,-43.945,11.230,0.000
1700209073.815,7.812,-57.617,-41.016,5.859,0.000
1700209073.819,-49.805,-56.641,-44.922,-34.180,0.000
1700209073.823,-56.641,-55.664,-51.270,-43.457,0.000
1700209073.827,-6.836,-59.570,-59.082,-20.020,0.000
1700209073.831,-5.371,-60.547,-63.477,-21.484,0.000
1700209073.835,-47.363,-65.430,-62.012,-52.246,0.000
1700209073.839,-60.547,-64.941,-61.035,-67.383,0.000
1700209073.843,-31.738,-51.758,-65.430,-48.828,0.000
1700209073.846,-15.137,-55.176,-62.500,-39.551,0.000
1700209073.850,-36.621,-55.664,-61.035,-52.734,0.000
1700209073.854,-54.688,-52.246,-59.570,-49.316,0.000
1700209073.858,-24.902,-48.828,-53.711,-30.273,0.000
1700209073.862,0.977,-42.480,-51.270,-25.391,0.000
1700209073.866,-19.043,-55.176,-50.781,-32.227,0.000
1700209073.870,-49.316,-62.012,-51.270,-37.109,0.000
1700209073.874,-40.039,-51.270,-52.734,-25.879,0.000
1700209073.878,3.418,-50.781,-53.711,-10.742,0.000
1700209073.882,0.488,-53.223,-52.734,-12.207,0.000
1700209073.886,-38.086,-62.012,-49.805,-21.484,0.000
1700209073.889,-43.457,-68.359,-47.852,-26.367,0.000
1700209073.893,-8.301,-60.547,-47.852,-11.230,0.000
1700209073.897,-5.371,-56.641,-49.805,-5.371,0.000
1700209073.901,-34.668,-54.199,-48.828,-15.625,0.000
1700209073.905,-44.922,-59.570,-49.805,-24.902,0.000
1700209073.909,-15.625,-72.266,-47.852,-3.418,0.000
1700209073.913,6.836,-63.965,-50.293,3.906,0.000
