1700207422.281,-33.691,-24.902,-12.207,16.602,0.000
1700207422.285,174.805,-18.555,-7.324,43.945,0.000
1700207422.289,90.332,-15.625,-22.461,-17.090,0.000
1700207422.293,-192.871,-27.344,-30.762,-73.242,0.000
1700207422.297,-83.496,-29.785,-18.066,16.602,0.000
1700207422.301,154.785,-20.508,-15.625,62.988,0.000
1700207422.305,154.297,-20.020,-22.949,3.906,0.000
1700207422.309,-164.551,-22.461,-31.250,-89.844,0.000
1700207422.312,-161.133,-26.367,-25.391,-40.527,0.000
1700207422.316,66.406,-19.043,-8.301,18.066,0.000
1700207422.320,160.156,-9.277,-12.695,16.113,0.000
1700207422.324,-99.609,-14.160,-28.320,-60.059,0.000
1700207422.328,-190.918,-16.602,-24.414,-53.223,0.000
1700207422.332,18.555,-8.789,-14.160,32.715,0.000
1700207422.336,178.223,-9.277,-15.625,46.387,0.000
1700207422.340,15.137,-16.113,-28.809,-31.250,0.000
1700207422.344,-181.152,-14.160,-28.809,-65.430,0.000
1700207422.348,-26.367,-13.184,-17.090,15.625,0.000
1700207422.352,158.203,-13.184,-16.113,41.016,0.000
1700207422.355,90.332,-15.625,-22.949,-13.672,0.000
1700207422.359,-166.016,-12.695,-22.949,-64.941,0.000
1700207422.363,-90.332,-6.348,-5.859,-2.441,0.000
1700207422.367,102.539,-14.160,-8.789,40.527,0.000
1700207422.371,130.371,-18.555,-27.344,10.742,0.000
1700207422.375,-131.348,-14.160,-29.785,-74.219,0.000
1700207422.379,-134.277,-6.348,-23.926,-35.645,0.000
1700207422.383,69.824,-6.836,-25.391,40.039,0.000
1700207422.387,165.527,-7.324,-29.297,28.809,0.000
1700207422.391,-59.570,-10.742,-32.227,-51.270,0.000
1700207422.394,-176.270,-13.672,-29.785,-45.898,0.000
1700207422.398,7.324,-16.113,-20.508,21.484,0.000
1700207422.402,150.879,-25.391,-25.879,28.809,0.000
1700207422.406,6.348,-20.996,-26.855,-38.086,0.000
1700207422.410,-187.500,-17.090,-20.996,-66.406,0.000
1700207422.414,-49.805,-15.137,-19.043,14.160,0.000
1700207422.418,124.512,-15.625,-21.484,41.016,0.000
1700207422.422,78.125,-19.043,-20.996,-9.277,0.000
1700207422.426,-166.016,-18.066,-19.531,-66.406,0.000
1700207422.430,-99.609,-15.137,-19.531,-2.930,0.000
1700207422.434,97.168,-8.301,-18.555,48.828,0.000
1700207422.437,131.836,-12.695,-17.578,19.531,0.000
1700207422.441,-124.023,-20.508,-20.020,-58.594,0.000
1700207422.445,-145.996,-22.461,-25.391,-20.996,0.000
1700207422.449,57.617,-23.926,-18.555,44.434,0.000
1700207422.453,155.762,-20.020,-16.602,30.273,0.000
1700207422.457,-40.527,-23.438,-22.949,-46.387,0.000
1700207422.461,-159.668,-24.414,-17.090,-40.527,0.000
1700207422.465,16.113,-14.160,-12.695,35.645,0.000
1700207422.469,152.344,-10.254,-14.648,27.832,0.000
1700207422.473,22.949,-20.508,-18.066,-39.062,0.000
1700207422.477,-166.992,-24.902,-16.602,-66.406,0.000
1700207422.480,-36.133,-15.625,-6.836,13.184,0.000
1700207422.484,137.695,-15.625,-7.324,39.551,0.000
1700207422.488,103.027,-26.855,-28.809,-12.207,0.000
1700207422.492,-142.578,-33.203,-35.645,-62.988,0.000
1700207422.496,-93.262,-23.438,-16.602,-7.324,0.000
1700207422.500,97.656,-14.648,-11.719,32.227,0.000
1700207422.504,136.230,-17.578,-18.066,6.836,0.000
1700207422.508,-92.773,-22.461,-26.367,-56.641,0.000
1700207422.512,-125.000,-17.090,-19.043,-24.902,0.000
1700207422.516,61.035,-14.648,-10.254,41.016,0.000
1700207422.519,160.156,-21.484,-15.137,29.785,0.000
1700207422.523,-16.602,-25.391,-23.438,-36.133,0.000
1700207422.527,-150.391,-15.625,-23.926,-40.039,0.000
1700207422.531,8.301,-9.766,-15.137,35.156,0.000
1700207422.535,140.625,-23.926,-23.926,41.504,0.000
1700207422.539,38.086,-27.832,-34.668,-22.949,0.000
1700207422.543,-158.203,-14.160,-22.461,-55.664,0.000
1700207422.547,-49.316,-12.207,-9.277,23.438,0.000
1700207422.551,112.793,-17.090,-14.160,58.105,0.000
1700207422.555,94.727,-14.648,-19.531,2.930,0.000
1700207422.559,-135.742,-16.113,-22.461,-64.941,0.000
1700207422.562,-98.633,-14.648,-18.555,-4.883,0.000
1700207422.566,87.402,-18.066,-20.996,50.293,0.000
1700207422.570,138.184,-20.508,-21.484,19.531,0.000
1700207422.574,-77.637,-19.043,-22.949,-46.875,0.000
1700207422.578,-141.602,-20.020,-23.438,-18.555,0.000
1700207422.582,38.086,-20.508,-21.484,45.410,0.000
