timestamps,TP9,AF7,AF8,TP10,Right AUX
1700204425.246,33.203,-23.438,-30.762,38.086,0.000
1700204425.250,47.363,-32.715,-28.320,3.418,0.000
1700204425.253,-64.941,-35.645,-32.715,-97.168,0.000
1700204425.257,-115.234,-23.438,-35.645,-102.051,0.000
1700204425.261,5.371,-20.508,-27.344,4.883,0.000
1700204425.265,62.500,-28.809,-26.367,13.184,0.000
1700204425.269,-28.809,-31.250,-30.273,-83.496,0.000
1700204425.273,-123.535,-29.785,-35.156,-121.094,0.000
1700204425.277,-30.762,-33.691,-30.273,-18.555,0.000
1700204425.281,58.105,-38.574,-28.320,28.320,0.000
1700204425.285,-6.348,-35.645,-37.598,-46.875,0.000
1700204425.289,-113.770,-35.645,-34.668,-113.281,0.000
1700204425.292,-62.988,-31.738,-29.785,-47.363,0.000
1700204425.296,46.875,-27.832,-29.785,31.250,0.000
1700204425.300,31.738,-23.926,-31.250,-11.719,0.000
1700204425.304,-83.008,-28.809,-36.621,-96.191,0.000
1700204425.308,-94.727,-31.738,-35.156,-65.430,0.000
1700204425.312,18.066,-30.273,-32.227,27.344,0.000
1700204425.316,51.270,-34.180,-28.320,8.301,0.000
1700204425.320,-54.199,-33.203,-29.297,-83.984,0.000
1700204425.324,-120.605,-31.738,-38.574,-94.238,0.000
1700204425.328,-13.672,-33.691,-35.645,8.301,0.000
1700204425.332,46.875,-30.762,-28.320,20.508,0.000
1700204425.335,-27.832,-32.715,-34.180,-64.453,0.000
1700204425.339,-132.324,-35.156,-39.062,-114.258,0.000
1700204425.343,-57.617,-32.227,-36.621,-28.809,0.000
1700204425.347,45.410,-35.156,-33.203,25.391,0.000
1700204425.351,7.324,-41.016,-31.738,-48.340,0.000
1700204425.355,-102.051,-35.156,-33.203,-120.117,0.000
1700204425.359,-69.824,-32.715,-39.551,-43.457,0.000
1700204425.363,45.410,-40.039,-41.504,33.691,0.000
1700204425.367,38.574,-38.086,-31.738,-10.254,0.000
1700204425.371,-77.148,-41.504,-33.203,-78.125,0.000
1700204425.375,-98.633,-34.668,-31.738,-48.828,0.000
1700204425.378,23.926,-25.391,-25.879,49.805,0.000
1700204425.382,56.152,-32.715,-30.273,29.785,0.000
1700204425.386,-45.410,-34.668,-33.203,-63.965,0.000
1700204425.390,-122.559,-35.156,-32.715,-76.172,0.000
1700204425.394,-20.996,-31.250,-26.367,33.203,0.000
1700204425.398,56.641,-30.762,-26.855,50.781,0.000
1700204425.402,-13.184,-36.621,-33.203,-45.410,0.000
1700204425.406,-120.605,-36.621,-35.156,-101.074,0.000
1700204425.410,-51.758,-32.715,-29.297,-15.625,0.000
1700204425.414,49.805,-29.785,-32.227,32.715,0.000
1700204425.417,4.883,-33.203,-34.668,-47.363,0.000
1700204425.421,-113.281,-33.691,-31.250,-120.117,0.000
1700204425.425,-84.961,-36.133,-33.203,-62.012,0.000
1700204425.429,29.785,-42.969,-35.156,21.484,0.000
1700204425.433,32.227,-38.086,-33.203,-20.996,0.000
1700204425.437,-76.660,-33.203,-28.809,-109.863,0.000
1700204425.441,-113.770,-30.762,-28.809,-88.379,0.000
1700204425.445,2.930,-23.926,-32.227,11.719,0.000
1700204425.449,44.922,-26.367,-24.902,8.789,0.000
1700204425.453,-46.875,-32.715,-27.344,-70.801,0.000
1700204425.457,-129.395,-38.574,-32.227,-90.332,0.000
1700204425.460,-36.621,-34.668,-32.227,12.695,0.000
1700204425.464,42.480,-31.738,-33.203,31.250,0.000
1700204425.468,-15.625,-35.645,-32.227,-77.637,0.000
1700204425.472,-121.582,-34.668,-38.574,-134.277,0.000
1700204425.476,-65.430,-34.180,-40.039,-41.016,0.000
1700204425.480,41.016,-32.715,-28.809,22.949,0.000
1700204425.484,18.066,-32.227,-28.320,-43.945,0.000
1700204425.488,-96.191,-39.062,-30.762,-120.605,0.000
1700204425.492,-101.074,-44.434,-22.949,-70.801,0.000
1700204425.496,8.301,-38.086,-20.020,17.090,0.000
1700204425.499,25.879,-36.133,-21.973,-10.254,0.000
1700204425.503,-77.637,-36.621,-26.367,-101.074,0.000
1700204425.507,-124.023,-32.227,-30.273,-104.004,0.000
1700204425.511,-13.672,-27.832,-34.180,-3.418,0.000
1700204425.515,41.504,-31.250,-28.320,1.465,0.000
1700204425.519,-47.363,-33.203,-36.133,-85.449,0.000
1700204425.523,-142.090,-35.156,-41.016,-126.465,0.000
1700204425.527,-58.105,-36.621,-29.785,-26.855,0.000
1700204425.531,38.086,-27.832,-26.855,23.438,0.000
1700204425.535,-1.465,-23.926,-28.809,-49.805,0.000
1700204425.539,-115.723,-26.855,-32.715,-116.211,0.000
1700204425.542,-76.660,-29.297,-32.715,-46.875,0.000
1700204425.546,34.668,-29.297,-34.668,22.461,0.000
1700204425.550,17.090,-32.227,-35.156,-28.320,0.000
1700204425.554,-98.633,-35.156,-29.297,-114.258,0.000
1700204425.558,-105.469,-24.414,-31.250,-81.055,0.000
1700204425.562,14.648,-23.438,-36.133,13.672,0.000
1700204425.566,39.062,-33.691,-37.109,-22.461,0.000
1700204425.570,-61.523,-29.785,-35.645,-122.559,0.000
1700204425.574,-117.676,-24.902,-30.762,-121.582,0.000
1700204425.578,-7.812,-26.367,-30.273,-16.602,0.000
1700204425.582,50.781,-28.809,-31.738,0.488,0.000
1700204425.585,-28.320,-28.809,-38.574,-94.727,0.000
1700204425.589,-121.094,-29.297,-44.434,-133.789,0.000
1700204425.593,-49.805,-34.180,-36.133,-29.785,0.000
1700204425.597,39.062,-34.180,-32.715,19.531,0.000
1700204425.601,-0.488,-30.273,-32.715,-56.641,0.000
1700204425.605,-114.746,-35.156,-34.668,-135.254,0.000
1700204425.609,-96.191,-44.434,-35.156,-65.430,0.000
1700204425.613,14.648,-43.457,-35.156,19.531,0.000
1700204425.617,25.391,-34.668,-37.598,-20.996,0.000
1700204425.621,-92.773,-29.785,-37.598,-101.562,0.000
1700204425.624,-124.023,-40.039,-36.133,-77.637,0.000
1700204425.628,-0.977,-41.992,-31.738,22.461,0.000
1700204425.632,36.133,-31.250,-31.738,16.113,0.000
1700204425.636,-51.758,-31.738,-32.715,-79.102,0.000
1700204425.640,-125.977,-38.574,-35.156,-110.352,0.000
1700204425.644,-35.645,-30.762,-34.180,-7.812,0.000
1700204425.648,38.086,-21.973,-32.227,23.438,0.000
1700204425.652,-24.902,-28.809,-33.203,-71.289,0.000
1700204425.656,-125.977,-33.691,-33.203,-123.535,0.000
1700204425.660,-60.059,-32.227,-29.785,-32.715,0.000
1700204425.664,49.805,-30.762,-30.762,32.227,0.000
1700204425.667,19.043,-24.902,-40.527,-21.973,0.000
1700204425.671,-106.445,-21.484,-40.527,-104.980,0.000
1700204425.675,-90.820,-26.367,-29.785,-45.410,0.000
1700204425.679,32.715,-23.438,-26.367,51.758,0.000
1700204425.683,40.527,-22.949,-33.203,7.812,0.000
1700204425.687,-70.312,-28.320,-31.250,-86.914,0.000
1700204425.691,-111.328,-34.668,-29.297,-73.242,0.000
1700204425.695,-5.371,-34.668,-27.344,27.344,0.000
1700204425.699,45.410,-25.391,-26.367,17.090,0.000
1700204425.703,-43.945,-27.832,-35.645,-80.566,0.000
1700204425.706,-129.883,-28.320,-27.344,-115.723,0.000
1700204425.710,-35.645,-26.855,-21.973,-9.766,0.000
1700204425.714,47.852,-30.762,-24.902,34.668,0.000
1700204425.718,-6.348,-31.738,-32.715,-54.199,0.000
1700204425.722,-111.816,-27.832,-35.645,-117.676,0.000
1700204425.726,-60.059,-21.973,-29.785,-27.832,0.000
1700204425.730,47.852,-30.762,-30.273,45.410,0.000
1700204425.734,27.344,-37.109,-29.785,-19.043,0.000
1700204425.738,-98.145,-38.086,-33.203,-98.145,0.000
1700204425.742,-107.910,-41.992,-38.086,-52.246,0.000
1700204425.746,17.090,-41.016,-33.691,36.621,0.000
1700204425.749,34.668,-38.086,-31.738,-3.906,0.000
1700204425.753,-64.453,-32.227,-27.832,-92.285,0.000
1700204425.757,-114.746,-38.086,-17.578,-81.543,0.000
1700204425.761,-7.324,-40.527,-19.531,20.996,0.000
1700204425.765,60.059,-30.762,-30.762,21.484,0.000
1700204425.769,-20.508,-34.180,-30.273,-72.754,0.000
1700204425.773,-112.793,-28.809,-28.809,-112.305,0.000
1700204425.777,-31.250,-26.367,-26.855,-3.906,0.000
1700204425.781,64.941,-28.809,-24.902,49.316,0.000
1700204425.785,16.602,-27.344,-20.996,-22.461,0.000
1700204425.789,-101.074,-27.832,-25.879,-83.984,0.000
1700204425.792,-68.848,-31.250,-27.344,-9.277,0.000
1700204425.796,39.062,-36.133,-21.484,52.246,0.000
1700204425.800,28.320,-33.691,-18.555,-14.648,0.000
1700204425.804,-85.938,-32.715,-21.484,-101.562,0.000
1700204425.808,-101.562,-30.762,-20.020,-64.453,0.000
1700204425.812,16.602,-24.902,-11.719,31.738,0.000
1700204425.816,48.828,-20.996,-26.855,6.348,0.000
1700204425.820,-48.340,-18.066,-36.621,-87.891,0.000
1700204425.824,-116.211,-26.367,-21.484,-101.562,0.000
1700204425.828,-14.648,-35.645,-17.090,2.441,0.000
1700204425.831,50.781,-30.273,-21.484,17.090,0.000
1700204425.835,-33.203,-26.855,-24.902,-71.289,0.000
1700204425.839,-138.184,-24.414,-31.250,-118.164,0.000
1700204425.843,-55.664,-20.508,-25.391,-18.555,0.000
1700204425.847,40.527,-28.809,-16.602,44.434,0.000
1700204425.851,-2.441,-29.297,-22.461,-35.645,0.000
1700204425.855,-115.723,-19.043,-25.391,-114.258,0.000
1700204425.859,-87.891,-23.926,-21.484,-38.574,0.000
1700204425.863,30.273,-28.320,-18.555,50.781,0.000
1700204425.867,38.086,-32.227,-27.832,2.441,0.000
1700204425.871,-69.824,-32.227,-33.203,-91.797,0.000
1700204425.874,-104.004,-29.297,-26.855,-75.684,0.000
1700204425.878,7.324,-23.926,-26.367,32.715,0.000
1700204425.882,41.504,-21.484,-25.879,20.508,0.000
1700204425.886,-52.734,-29.785,-27.832,-83.984,0.000
1700204425.890,-127.441,-35.156,-40.039,-110.352,0.000
1700204425.894,-26.367,-31.250,-35.645,-3.906,0.000
1700204425.898,54.688,-21.973,-22.461,28.809,0.000
1700204425.902,-11.230,-29.785,-29.297,-57.617,0.000
1700204425.906,-118.164,-40.527,-33.203,-105.957,0.000
1700204425.910,-54.199,-30.762,-31.250,-9.766,0.000
1700204425.913,46.875,-29.297,-28.320,44.434,0.000
1700204425.917,12.695,-38.086,-25.879,-25.879,0.000
1700204425.921,-100.098,-34.668,-30.762,-102.539,0.000
1700204425.925,-91.797,-32.715,-32.227,-58.105,0.000
1700204425.929,21.484,-26.367,-42.969,24.902,0.000
1700204425.933,43.945,-18.555,-36.133,0.000,0.000
1700204425.937,-56.641,-28.320,-30.273,-74.707,0.000
1700204425.941,-108.887,-33.203,-32.715,-65.430,0.000
1700204425.945,2.441,-22.949,-27.344,39.551,0.000
1700204425.949,61.035,-17.578,-24.902,45.410,0.000
1700204425.953,-29.297,-23.926,-22.949,-50.293,0.000
1700204425.956,-119.141,-26.367,-21.973,-89.844,0.000
1700204425.960,-30.762,-28.809,-21.484,4.883,0.000
1700204425.964,51.270,-26.855,-20.996,36.133,0.000
1700204425.968,-2.930,-20.020,-33.203,-43.457,0.000
1700204425.972,-116.211,-23.438,-38.574,-106.934,0.000
1700204425.976,-67.383,-28.809,-20.996,-35.645,0.000
1700204425.980,47.852,-31.738,-13.184,34.180,0.000
1700204425.984,26.855,-30.273,-18.066,-17.578,0.000
1700204425.988,-88.867,-26.367,-26.367,-100.586,0.000
1700204425.992,-86.426,-25.879,-28.809,-56.641,0.000
1700204425.996,27.832,-19.043,-21.973,41.504,0.000
1700204425.999,46.387,-21.484,-20.996,20.508,0.000
1700204426.003,-60.547,-28.320,-31.738,-80.566,0.000
1700204426.007,-114.258,-24.414,-34.668,-91.309,0.000
1700204426.011,0.000,-26.855,-26.367,18.555,0.000
1700204426.015,57.617,-29.297,-26.367,16.113,0.000
1700204426.019,-22.949,-30.273,-32.227,-76.660,0.000
1700204426.023,-113.281,-30.762,-33.203,-108.398,0.000
1700204426.027,-28.809,-27.344,-33.203,-13.184,0.000
1700204426.031,59.570,-23.438,-32.715,32.227,0.000
1700204426.035,3.906,-20.996,-29.785,-52.734,0.000
1700204426.038,-106.445,-21.973,-35.156,-130.371,0.000
1700204426.042,-63.965,-27.344,-35.156,-50.293,0.000
1700204426.046,44.434,-28.809,-29.297,42.480,0.000
1700204426.050,33.203,-22.949,-33.203,-11.719,0.000
1700204426.054,-81.543,-29.785,-31.738,-93.750,0.000
1700204426.058,-95.703,-38.086,-25.879,-60.547,0.000
1700204426.062,29.297,-36.621,-20.996,37.109,0.000
1700204426.066,64.941,-29.297,-24.902,27.832,0.000
1700204426.070,-31.738,-26.855,-28.320,-67.871,0.000
1700204426.074,-99.609,-35.156,-24.414,-89.844,0.000
1700204426.078,-1.465,-44.434,-25.879,16.602,0.000
1700204426.081,62.500,-32.715,-28.809,35.156,0.000
1700204426.085,-6.836,-21.484,-32.227,-64.453,0.000
1700204426.089,-109.863,-23.926,-30.273,-116.699,0.000
1700204426.093,-42.480,-31.250,-31.250,-23.438,0.000
1700204426.097,55.176,-32.715,-30.273,26.855,0.000
1700204426.101,14.160,-28.320,-34.668,-51.758,0.000
1700204426.105,-105.957,-33.691,-36.133,-122.070,0.000
1700204426.109,-88.379,-31.738,-33.203,-57.129,0.000
1700204426.113,24.902,-31.738,-33.691,19.043,0.000
1700204426.117,26.367,-35.156,-33.203,-24.414,0.000
1700204426.120,-87.891,-34.668,-27.832,-105.469,0.000
1700204426.124,-118.652,-38.574,-24.414,-80.566,0.000
1700204426.128,5.859,-33.691,-23.926,20.020,0.000
1700204426.132,47.852,-29.785,-25.391,4.883,0.000
1700204426.136,-56.641,-37.109,-35.156,-87.402,0.000
1700204426.140,-135.254,-35.645,-31.738,-97.656,0.000
1700204426.144,-37.598,-33.203,-25.879,18.555,0.000
1700204426.148,41.992,-41.992,-31.738,47.363,0.000
1700204426.152,-20.508,-35.156,-40.039,-41.504,0.000
1700204426.156,-124.023,-27.344,-41.504,-93.750,0.000
1700204426.160,-62.500,-28.320,-38.574,-7.324,0.000
1700204426.163,39.062,-23.926,-37.109,54.688,0.000
1700204426.167,6.348,-29.297,-40.039,-16.602,0.000
1700204426.171,-110.352,-37.598,-42.480,-95.703,0.000
1700204426.175,-98.145,-36.133,-41.992,-40.527,0.000
1700204426.179,24.902,-35.645,-39.062,47.363,0.000
1700204426.183,40.527,-32.227,-33.691,13.672,0.000
1700204426.187,-58.594,-28.320,-34.668,-81.543,0.000
1700204426.191,-91.797,-30.762,-34.668,-72.266,0.000
1700204426.195,6.348,-30.762,-24.902,30.762,0.000
1700204426.199,60.059,-33.203,-15.625,30.762,0.000
1700204426.202,-23.926,-36.621,-18.066,-60.059,0.000
1700204426.206,-118.652,-38.086,-29.297,-88.867,0.000
1700204426.210,-34.180,-36.621,-27.832,14.160,0.000
1700204426.214,46.875,-36.133,-23.926,43.945,0.000
1700204426.218,-9.766,-39.551,-21.484,-45.898,0.000
1700204426.222,-125.977,-34.180,-20.996,-112.793,0.000
1700204426.226,-80.078,-30.762,-23.926,-26.367,0.000
1700204426.230,36.133,-27.344,-24.902,45.410,0.000
1700204426.234,23.926,-26.367,-31.250,-21.973,0.000
1700204426.238,-93.750,-26.855,-33.691,-103.027,0.000
1700204426.242,-103.027,-25.879,-32.715,-53.711,0.000
1700204426.245,19.043,-32.227,-34.668,41.504,0.000
1700204426.249,49.805,-31.250,-39.551,10.254,0.000
1700204426.253,-60.059,-27.344,-46.387,-91.797,0.000
1700204426.257,-118.164,-28.809,-44.434,-99.121,0.000
1700204426.261,-8.789,-27.344,-40.039,6.348,0.000
1700204426.265,53.223,-26.855,-38.086,13.672,0.000
1700204426.269,-27.832,-34.668,-39.062,-83.008,0.000
1700204426.273,-132.812,-43.457,-34.668,-123.047,0.000
1700204426.277,-55.664,-40.039,-33.691,-15.625,0.000
1700204426.281,41.992,-37.598,-34.180,35.156,0.000
1700204426.285,-12.695,-40.039,-38.086,-52.734,0.000
1700204426.288,-129.883,-40.039,-45.898,-122.070,0.000
1700204426.292,-87.891,-41.016,-36.621,-42.480,0.000
1700204426.296,27.832,-35.156,-30.762,40.527,0.000
1700204426.300,26.367,-29.785,-34.668,-6.348,0.000
1700204426.304,-83.984,-31.250,-38.086,-91.797,0.000
1700204426.308,-95.215,-33.203,-33.691,-54.688,0.000
1700204426.312,26.855,-28.320,-29.297,54.688,0.000
1700204426.316,58.105,-26.367,-35.156,45.898,0.000
1700204426.320,-36.621,-22.461,-36.621,-55.664,0.000
1700204426.324,-103.027,-25.879,-30.273,-72.266,0.000
1700204426.327,-13.672,-25.879,-25.391,40.527,0.000
1700204426.331,48.828,-14.648,-27.344,45.898,0.000
1700204426.335,-17.090,-19.043,-30.273,-51.758,0.000
1700204426.339,-119.141,-26.855,-26.855,-90.820,0.000
1700204426.343,-57.129,-24.902,-18.555,-5.371,0.000
1700204426.347,36.133,-30.273,-23.438,46.875,0.000
1700204426.351,-3.906,-32.715,-24.902,-20.020,0.000
1700204426.355,-115.234,-27.344,-23.926,-100.586,0.000
1700204426.359,-92.285,-31.250,-25.391,-35.156,0.000
1700204426.363,22.949,-30.273,-29.297,54.199,0.000
1700204426.367,35.645,-27.344,-29.785,4.883,0.000
1700204426.370,-76.660,-29.297,-37.598,-95.703,0.000
1700204426.374,-110.352,-28.809,-42.480,-82.031,0.000
1700204426.378,12.207,-27.344,-30.273,18.066,0.000
1700204426.382,53.711,-26.855,-29.785,0.488,0.000
1700204426.386,-43.457,-28.809,-32.715,-107.422,0.000
1700204426.390,-125.977,-26.367,-32.715,-139.648,0.000
1700204426.394,-30.762,-32.227,-32.715,-31.738,0.000
1700204426.398,43.945,-33.691,-31.738,-7.324,0.000
1700204426.402,-12.207,-34.180,-34.668,-88.379,0.000
1700204426.406,-117.188,-27.832,-38.086,-134.766,0.000
1700204426.409,-63.477,-18.555,-34.180,-51.758,0.000
1700204426.413,44.922,-24.902,-28.320,13.672,0.000
1700204426.417,12.207,-29.297,-29.297,-49.316,0.000
1700204426.421,-117.188,-28.320,-33.203,-125.977,0.000
1700204426.425,-104.004,-26.367,-30.273,-72.754,0.000
1700204426.429,20.508,-21.484,-31.250,24.414,0.000
1700204426.433,32.715,-22.461,-34.180,-7.324,0.000
1700204426.437,-83.008,-24.902,-39.062,-106.445,0.000
1700204426.441,-133.301,-22.949,-39.551,-99.609,0.000
1700204426.445,-12.695,-21.484,-30.762,12.695,0.000
1700204426.449,34.180,-20.020,-32.227,8.301,0.000
1700204426.452,-56.641,-23.438,-36.133,-88.867,0.000
1700204426.456,-146.973,-19.043,-31.738,-116.211,0.000
1700204426.460,-56.641,-9.766,-35.645,-5.859,0.000
1700204426.464,36.621,-10.254,-34.180,36.621,0.000
1700204426.468,-26.367,-15.625,-31.738,-48.828,0.000
1700204426.472,-144.531,-16.113,-25.879,-113.281,0.000
1700204426.476,-85.449,-16.113,-22.949,-29.297,0.000
1700204426.480,39.062,-15.137,-22.949,50.781,0.000
